"sex","score","books","place_of_birth","good_at_maths"
"Male",78,"More than 200","In UK","Agree"
"Male",44,"11-25","In UK","Disagree"
"Female",15,"26-100","In UK","Agree"
"Male",21,"101-200","In UK","Agree"
"Female",21,"11-25","In UK","Disagree"
"Female",62,"26-100","In UK","Agree"
"Female",57,"11-25","Not in UK","Agree"
"Female",48,"11-25","In UK","Agree"
"Male",30,"More than 200","In UK","Agree"
"Male",61,"101-200","In UK","Disagree"
"Male",28,"26-100","In UK","Agree"
"Female",38,"0-10","In UK","Agree"
"Female",48,"26-100","In UK","Disagree"
"Female",48,"26-100","In UK","Agree"
"Male",41,"101-200","In UK","Agree"
"Male",30,"0-10","In UK","Agree"
"Male",58,"11-25","In UK","Agree"
"Male",42,"More than 200","Not in UK","Agree"
"Female",19,"11-25","In UK","Agree"
"Male",71,"26-100","In UK","Agree"
"Male",64,"11-25","Not in UK","Agree"
"Male",26,"26-100","In UK","Agree"
"Female",52,"101-200","In UK","Agree"
"Male",59,"26-100","In UK","Agree"
"Female",62,"More than 200","In UK","Agree"
"Female",52,"26-100","In UK","Disagree"
"Male",48,"11-25","In UK","Disagree"
"Female",26,"11-25","In UK","Disagree"
"Female",59,"26-100","In UK","Agree"
"Male",56,"26-100","In UK","Agree"
"Female",67,"26-100","In UK","Agree"
"Female",83,"More than 200","In UK","Agree"
"Male",58,"11-25","In UK","Agree"
"Male",71,"101-200","In UK","Agree"
"Female",76,"11-25","In UK","Agree"
"Female",70,"26-100","In UK","Agree"
"Female",57,"0-10","In UK","Agree"
"Female",76,"26-100","In UK","Disagree"
"Male",66,"0-10","In UK","Agree"
"Male",76,"26-100","Not in UK","Disagree"
"Female",57,"26-100","In UK","Agree"
"Female",39,"11-25","In UK","Agree"
"Female",56,"26-100","In UK","Agree"
"Male",45,"26-100","In UK","Agree"
"Male",79,"101-200","In UK","Agree"
"Female",52,"11-25","In UK","Agree"
"Male",61,"101-200","In UK","Agree"
"Female",67,"11-25","In UK","Agree"
"Female",30,"26-100","In UK","Agree"
"Female",96,"26-100","In UK","Agree"
"Male",21,"11-25","In UK","Disagree"
"Male",58,"26-100","In UK","Agree"
"Female",71,"26-100","In UK","Disagree"
"Male",72,"11-25","In UK","Agree"
"Female",39,"26-100","In UK","Disagree"
"Female",70,"26-100","In UK","Agree"
"Female",56,"26-100","In UK","Agree"
"Female",72,"11-25","In UK","Agree"
"Male",48,"More than 200","In UK","Agree"
"Female",76,"101-200","In UK","Agree"
"Male",93,"More than 200","In UK","Agree"
"Male",68,"11-25","In UK","Agree"
"Female",39,"101-200","In UK","Disagree"
"Female",74,"26-100","In UK","Agree"
"Female",59,"More than 200","In UK","Agree"
"Female",67,"101-200","Not in UK","Disagree"
"Male",58,"101-200","Not in UK","Agree"
"Female",69,"26-100","In UK","Disagree"
"Female",89,"101-200","In UK","Disagree"
"Male",40,"0-10","In UK","Disagree"
"Female",87,"More than 200","In UK","Agree"
"Female",43,"101-200","In UK","Agree"
"Female",40,"More than 200","In UK","Disagree"
"Female",66,"More than 200","In UK","Agree"
"Male",45,"More than 200","In UK","Agree"
"Male",52,"11-25","In UK","Agree"
"Female",78,"101-200","In UK","Agree"
"Female",52,"26-100","In UK","Disagree"
"Female",76,"0-10","Not in UK","Disagree"
"Male",76,"More than 200","In UK","Agree"
"Female",61,"More than 200","In UK","Agree"
"Male",100,"101-200","In UK","Agree"
"Male",78,"26-100","In UK","Agree"
"Male",83,"101-200","In UK","Agree"
"Female",69,"101-200","Not in UK","Agree"
"Female",93,"More than 200","In UK","Agree"
"Female",72,"11-25","In UK","Agree"
"Female",57,"11-25","In UK","Disagree"
"Female",30,"More than 200","In UK","Disagree"
"Male",44,"101-200","In UK","Agree"
"Female",52,"26-100","In UK","Agree"
"Male",55,"101-200","Not in UK","Agree"
"Male",48,"26-100","In UK","Agree"
"Male",48,"11-25","In UK","Agree"
"Male",85,"101-200","In UK","Agree"
"Female",93,"0-10","In UK","Agree"
"Male",88,"More than 200","In UK","Agree"
"Female",21,"11-25","Not in UK","Agree"
"Female",88,"More than 200","In UK","Agree"
"Female",35,"26-100","In UK","Agree"
"Male",63,"101-200","In UK","Agree"
"Male",41,"26-100","In UK","Agree"
"Female",50,"11-25","In UK","Disagree"
"Female",75,"26-100","In UK","Agree"
"Female",65,"11-25","In UK","Agree"
"Female",25,"0-10","In UK","Disagree"
"Female",88,"101-200","In UK","Agree"
"Male",96,"26-100","In UK","Agree"
"Male",22,"11-25","In UK","Disagree"
"Female",44,"11-25","In UK","Disagree"
"Female",90,"101-200","In UK","Agree"
"Male",45,"More than 200","In UK","Agree"
"Female",68,"101-200","In UK","Disagree"
"Male",26,"0-10","In UK","Disagree"
"Female",44,"More than 200","In UK","Disagree"
"Male",62,"26-100","In UK","Disagree"
"Female",54,"More than 200","In UK","Disagree"
"Male",50,"0-10","In UK","Agree"
"Male",71,"More than 200","In UK","Agree"
"Female",68,"11-25","In UK","Agree"
"Female",83,"101-200","In UK","Agree"
"Female",13,"11-25","Not in UK","Agree"
"Male",24,"26-100","In UK","Disagree"
"Female",48,"11-25","In UK","Disagree"
"Male",52,"11-25","In UK","Disagree"
"Female",75,"26-100","In UK","Agree"
"Male",80,"0-10","In UK","Agree"
"Male",17,"0-10","In UK","Agree"
"Male",52,"0-10","In UK","Agree"
"Male",36,"0-10","In UK","Agree"
"Male",62,"101-200","In UK","Agree"
"Male",40,"0-10","In UK","Agree"
"Male",30,"101-200","In UK","Agree"
"Female",48,"26-100","In UK","Disagree"
"Female",22,"11-25","In UK","Disagree"
"Female",50,"0-10","In UK","Agree"
"Female",35,"11-25","In UK","Agree"
"Male",57,"11-25","In UK","Agree"
"Female",20,"More than 200","In UK","Disagree"
"Male",4,"More than 200","In UK","Disagree"
"Female",83,"More than 200","In UK","Disagree"
"Female",40,"26-100","Not in UK","Disagree"
"Female",24,"11-25","In UK","Disagree"
"Female",45,"26-100","In UK","Disagree"
"Female",39,"26-100","In UK","Agree"
"Male",48,"26-100","In UK","Agree"
"Male",37,"26-100","In UK","Agree"
"Female",8,"0-10","Not in UK","Agree"
"Female",25,"11-25","In UK","Disagree"
"Female",29,"More than 200","In UK","Agree"
"Female",36,"26-100","Not in UK","Disagree"
"Male",13,"11-25","Not in UK","Agree"
"Male",13,"11-25","Not in UK","Agree"
"Male",20,"26-100","In UK","Disagree"
"Female",24,"26-100","In UK","Agree"
"Male",21,"26-100","In UK","Disagree"
"Male",13,"0-10","Not in UK","Agree"
"Female",41,"11-25","In UK","Disagree"
"Female",30,"26-100","In UK","Disagree"
"Female",21,"26-100","Not in UK","Disagree"
"Male",29,"0-10","In UK","Disagree"
"Male",58,"11-25","Not in UK","Agree"
"Female",45,"0-10","Not in UK","Agree"
"Male",28,"0-10","Not in UK","Disagree"
"Female",65,"26-100","In UK","Agree"
"Female",59,"More than 200","In UK","Agree"
"Female",59,"More than 200","In UK","Agree"
"Male",46,"11-25","In UK","Agree"
"Female",38,"11-25","In UK","Agree"
"Male",27,"101-200","In UK","Disagree"
"Male",25,"More than 200","In UK","Agree"
"Female",76,"26-100","In UK","Agree"
"Female",48,"26-100","In UK","Agree"
"Male",26,"0-10","In UK","Disagree"
"Male",28,"0-10","In UK","Agree"
"Female",86,"11-25","In UK","Agree"
"Female",38,"26-100","In UK","Agree"
"Male",36,"11-25","In UK","Agree"
"Male",87,"101-200","In UK","Agree"
"Male",88,"11-25","In UK","Agree"
"Female",67,"26-100","In UK","Agree"
"Female",8,"0-10","In UK","Disagree"
"Male",61,"11-25","In UK","Disagree"
"Female",72,"26-100","In UK","Agree"
"Female",26,"26-100","In UK","Disagree"
"Female",65,"More than 200","In UK","Agree"
"Female",56,"26-100","In UK","Agree"
"Female",38,"More than 200","In UK","Disagree"
"Male",58,"26-100","In UK","Agree"
"Male",96,"11-25","In UK","Disagree"
"Female",54,"26-100","In UK","Agree"
"Male",76,"11-25","In UK","Agree"
"Female",74,"26-100","In UK","Agree"
"Female",76,"26-100","Not in UK","Agree"
"Male",66,"11-25","In UK","Agree"
"Female",55,"26-100","In UK","Agree"
"Female",68,"26-100","In UK","Agree"
"Female",52,"0-10","In UK","Disagree"
"Male",26,"0-10","In UK","Agree"
"Female",37,"0-10","In UK","Disagree"
"Male",62,"26-100","In UK","Agree"
"Female",38,"26-100","In UK","Disagree"
"Female",73,"26-100","In UK","Agree"
"Male",75,"101-200","In UK","Agree"
"Male",36,"0-10","In UK","Disagree"
"Male",26,"26-100","Not in UK","Disagree"
"Male",61,"101-200","In UK","Agree"
"Male",68,"0-10","In UK","Agree"
"Female",31,"11-25","In UK","Agree"
"Male",69,"0-10","In UK","Agree"
"Female",48,"11-25","In UK","Agree"
"Male",48,"26-100","In UK","Agree"
"Female",37,"26-100","Not in UK","Agree"
"Male",56,"26-100","In UK","Agree"
"Male",92,"0-10","In UK","Agree"
"Male",7,"0-10","In UK","Disagree"
"Female",58,"0-10","In UK","Agree"
"Male",38,"101-200","Not in UK","Agree"
"Female",71,"26-100","In UK","Agree"
"Male",80,"26-100","In UK","Agree"
"Female",35,"101-200","In UK","Agree"
"Female",43,"11-25","In UK","Agree"
"Female",84,"101-200","In UK","Agree"
"Female",48,"26-100","In UK","Agree"
"Male",62,"11-25","In UK","Agree"
"Male",28,"0-10","In UK","Agree"
"Male",22,"11-25","In UK","Disagree"
"Female",74,"26-100","In UK","Agree"
"Female",59,"26-100","In UK","Disagree"
"Female",71,"0-10","In UK","Agree"
"Male",29,"11-25","In UK","Agree"
"Male",73,"11-25","In UK","Agree"
"Female",64,"11-25","In UK","Agree"
"Female",80,"11-25","In UK","Agree"
"Female",17,"0-10","In UK","Agree"
"Female",41,"26-100","In UK","Agree"
"Male",21,"0-10","In UK","Disagree"
"Female",76,"26-100","In UK","Agree"
"Male",67,"0-10","In UK","Agree"
"Female",52,"26-100","In UK","Disagree"
"Male",62,"0-10","Not in UK","Disagree"
"Female",41,"0-10","In UK","Agree"
"Female",59,"0-10","In UK","Agree"
"Male",84,"0-10","In UK","Agree"
"Male",70,"26-100","In UK","Agree"
"Male",63,"26-100","In UK","Agree"
"Male",79,"0-10","Not in UK","Agree"
"Female",42,"26-100","In UK","Agree"
"Female",81,"26-100","In UK","Agree"
"Male",64,"11-25","In UK","Agree"
"Female",28,"11-25","In UK","Disagree"
"Male",43,"0-10","In UK","Disagree"
"Male",57,"11-25","In UK","Agree"
"Male",36,"More than 200","In UK","Agree"
"Female",24,"11-25","In UK","Disagree"
"Female",17,"26-100","In UK","Agree"
"Male",24,"0-10","In UK","Disagree"
"Female",30,"26-100","In UK","Agree"
"Female",63,"11-25","In UK","Agree"
"Male",89,"11-25","Not in UK","Agree"
"Female",96,"26-100","In UK","Agree"
"Male",83,"11-25","In UK","Agree"
"Female",96,"26-100","In UK","Agree"
"Female",64,"11-25","In UK","Disagree"
"Female",52,"26-100","In UK","Agree"
"Female",61,"More than 200","In UK","Agree"
"Female",60,"11-25","In UK","Agree"
"Male",31,"11-25","In UK","Disagree"
"Male",28,"11-25","In UK","Agree"
"Female",48,"11-25","In UK","Disagree"
"Female",30,"11-25","In UK","Agree"
"Male",59,"11-25","In UK","Agree"
"Female",89,"26-100","In UK","Agree"
"Female",67,"26-100","In UK","Agree"
"Female",79,"26-100","In UK","Agree"
"Female",62,"26-100","In UK","Agree"
"Female",54,"26-100","In UK","Agree"
"Female",72,"26-100","In UK","Disagree"
"Female",35,"11-25","In UK","Agree"
"Female",35,"26-100","In UK","Agree"
"Male",36,"26-100","In UK","Agree"
"Female",21,"101-200","In UK","Disagree"
"Female",48,"26-100","In UK","Agree"
"Female",43,"101-200","In UK","Agree"
"Female",30,"11-25","In UK","Disagree"
"Female",63,"26-100","In UK","Disagree"
"Female",62,"26-100","In UK","Agree"
"Male",58,"0-10","In UK","Agree"
"Female",54,"11-25","In UK","Agree"
"Female",68,"26-100","In UK","Agree"
"Male",64,"More than 200","In UK","Agree"
"Male",61,"11-25","In UK","Agree"
"Male",56,"11-25","In UK","Agree"
"Female",59,"26-100","In UK","Agree"
"Male",66,"11-25","In UK","Agree"
"Female",68,"26-100","In UK","Disagree"
"Female",57,"More than 200","In UK","Agree"
"Male",78,"26-100","In UK","Agree"
"Female",68,"26-100","In UK","Disagree"
"Female",70,"26-100","In UK","Disagree"
"Male",85,"101-200","In UK","Agree"
"Female",81,"26-100","In UK","Disagree"
"Female",46,"26-100","In UK","Disagree"
"Male",54,"0-10","In UK","Agree"
"Female",50,"26-100","In UK","Agree"
"Female",88,"More than 200","In UK","Disagree"
"Female",57,"26-100","In UK","Disagree"
"Male",78,"101-200","In UK","Agree"
"Male",80,"101-200","In UK","Agree"
"Female",28,"11-25","In UK","Agree"
"Male",34,"0-10","In UK","Agree"
"Male",76,"26-100","In UK","Disagree"
"Female",39,"More than 200","In UK","Agree"
"Female",93,"11-25","In UK","Agree"
"Female",52,"26-100","In UK","Agree"
"Male",71,"11-25","In UK","Agree"
"Female",83,"More than 200","In UK","Agree"
"Male",88,"11-25","In UK","Agree"
"Female",79,"More than 200","In UK","Agree"
"Female",60,"101-200","In UK","Disagree"
"Male",78,"11-25","In UK","Disagree"
"Male",57,"26-100","In UK","Agree"
"Male",44,"26-100","In UK","Disagree"
"Female",86,"26-100","In UK","Agree"
"Female",76,"26-100","In UK","Agree"
"Male",68,"26-100","In UK","Disagree"
"Male",38,"26-100","In UK","Agree"
"Female",75,"26-100","In UK","Agree"
"Male",73,"More than 200","In UK","Agree"
"Female",86,"More than 200","Not in UK","Agree"
"Female",88,"More than 200","In UK","Agree"
"Male",70,"More than 200","In UK","Disagree"
"Female",78,"11-25","In UK","Agree"
"Male",68,"More than 200","In UK","Agree"
"Female",72,"More than 200","In UK","Agree"
"Male",83,"101-200","Not in UK","Agree"
"Female",32,"More than 200","In UK","Agree"
"Male",87,"26-100","In UK","Agree"
"Female",52,"More than 200","In UK","Agree"
"Female",59,"101-200","In UK","Agree"
"Female",88,"101-200","In UK","Agree"
"Female",67,"26-100","In UK","Agree"
"Female",77,"11-25","In UK","Agree"
"Female",71,"11-25","In UK","Disagree"
"Female",76,"26-100","In UK","Agree"
"Male",52,"26-100","In UK","Disagree"
"Male",61,"More than 200","In UK","Disagree"
"Female",60,"26-100","Not in UK","Disagree"
"Male",66,"26-100","In UK","Agree"
"Female",86,"26-100","In UK","Agree"
"Female",76,"26-100","In UK","Disagree"
"Female",22,"101-200","In UK","Disagree"
"Female",67,"26-100","In UK","Disagree"
"Female",25,"11-25","In UK","Disagree"
"Male",83,"26-100","In UK","Agree"
"Female",50,"101-200","Not in UK","Disagree"
"Female",64,"26-100","In UK","Agree"
"Male",72,"11-25","In UK","Disagree"
"Male",78,"11-25","Not in UK","Agree"
"Female",25,"26-100","In UK","Disagree"
"Female",71,"11-25","In UK","Agree"
"Male",69,"26-100","In UK","Agree"
"Female",84,"11-25","In UK","Disagree"
"Male",78,"101-200","In UK","Agree"
"Female",61,"More than 200","In UK","Disagree"
"Male",36,"26-100","In UK","Disagree"
"Male",83,"26-100","In UK","Agree"
"Male",45,"26-100","In UK","Agree"
"Female",56,"26-100","In UK","Disagree"
"Male",52,"26-100","In UK","Disagree"
"Male",67,"26-100","In UK","Agree"
"Female",93,"101-200","In UK","Agree"
"Female",79,"More than 200","In UK","Agree"
"Male",85,"More than 200","In UK","Agree"
"Female",21,"101-200","In UK","Agree"
"Female",72,"More than 200","In UK","Disagree"
"Male",48,"More than 200","In UK","Disagree"
"Male",96,"101-200","In UK","Agree"
"Male",28,"0-10","In UK","Disagree"
"Male",45,"26-100","In UK","Disagree"
"Female",48,"More than 200","In UK","Disagree"
"Male",39,"26-100","In UK","Disagree"
"Male",74,"26-100","In UK","Agree"
"Female",30,"0-10","In UK","Agree"
"Male",58,"0-10","In UK","Agree"
"Female",78,"More than 200","In UK","Agree"
"Female",56,"101-200","In UK","Disagree"
"Female",48,"11-25","In UK","Agree"
"Male",24,"0-10","In UK","Agree"
"Male",88,"More than 200","In UK","Agree"
"Female",78,"26-100","In UK","Agree"
"Female",70,"11-25","In UK","Agree"
"Female",70,"More than 200","In UK","Agree"
"Male",96,"11-25","In UK","Disagree"
"Female",75,"26-100","In UK","Agree"
"Male",38,"26-100","In UK","Disagree"
"Female",68,"26-100","In UK","Disagree"
"Female",35,"26-100","In UK","Disagree"
"Male",87,"101-200","In UK","Disagree"
"Female",52,"More than 200","Not in UK","Agree"
"Female",28,"0-10","In UK","Agree"
"Female",86,"101-200","In UK","Disagree"
"Male",70,"101-200","In UK","Agree"
"Female",81,"26-100","In UK","Disagree"
"Female",41,"11-25","In UK","Agree"
"Male",96,"26-100","In UK","Agree"
"Female",62,"101-200","In UK","Agree"
"Male",27,"11-25","In UK","Agree"
"Female",82,"26-100","In UK","Agree"
"Female",72,"26-100","In UK","Agree"
"Male",57,"11-25","In UK","Agree"
"Male",43,"101-200","In UK","Agree"
"Female",24,"11-25","Not in UK","Agree"
"Female",76,"26-100","In UK","Agree"
"Male",72,"101-200","In UK","Disagree"
"Female",72,"26-100","In UK","Agree"
"Female",57,"26-100","In UK","Agree"
"Male",44,"26-100","In UK","Disagree"
"Female",67,"26-100","In UK","Agree"
"Male",96,"101-200","In UK","Agree"
"Male",75,"More than 200","In UK","Disagree"
"Female",96,"More than 200","In UK","Agree"
"Male",68,"26-100","Not in UK","Agree"
"Male",84,"101-200","In UK","Agree"
"Male",91,"101-200","In UK","Disagree"
"Female",78,"More than 200","In UK","Agree"
"Female",71,"26-100","In UK","Agree"
"Male",42,"0-10","In UK","Disagree"
"Male",64,"More than 200","In UK","Agree"
"Male",56,"11-25","In UK","Disagree"
"Female",35,"0-10","In UK","Disagree"
"Female",35,"101-200","In UK","Disagree"
"Male",68,"11-25","In UK","Agree"
"Female",79,"101-200","In UK","Agree"
"Female",69,"101-200","In UK","Disagree"
"Male",56,"More than 200","In UK","Agree"
"Female",22,"More than 200","In UK","Disagree"
"Male",93,"0-10","In UK","Agree"
"Female",38,"11-25","Not in UK","Disagree"
"Female",83,"101-200","In UK","Disagree"
"Female",35,"26-100","In UK","Agree"
"Female",36,"11-25","In UK","Agree"
"Male",72,"26-100","In UK","Disagree"
"Female",78,"26-100","Not in UK","Disagree"
"Male",96,"More than 200","In UK","Agree"
"Female",60,"26-100","Not in UK","Agree"
"Female",83,"101-200","In UK","Agree"
"Male",59,"0-10","In UK","Agree"
"Male",80,"More than 200","In UK","Agree"
"Male",57,"0-10","In UK","Agree"
"Male",93,"101-200","Not in UK","Agree"
"Male",21,"11-25","In UK","Agree"
"Male",100,"26-100","In UK","Agree"
"Female",25,"26-100","In UK","Agree"
"Female",67,"11-25","Not in UK","Agree"
"Male",17,"11-25","Not in UK","Agree"
"Male",88,"101-200","In UK","Agree"
"Male",36,"11-25","In UK","Agree"
"Female",28,"0-10","Not in UK","Agree"
"Male",57,"More than 200","In UK","Agree"
"Male",17,"More than 200","In UK","Agree"
"Female",44,"11-25","In UK","Disagree"
"Female",83,"101-200","In UK","Agree"
"Female",55,"101-200","In UK","Agree"
"Female",52,"26-100","Not in UK","Agree"
"Female",35,"0-10","In UK","Agree"
"Female",37,"11-25","In UK","Agree"
"Male",26,"11-25","In UK","Agree"
"Male",46,"26-100","Not in UK","Disagree"
"Female",33,"26-100","In UK","Disagree"
"Male",62,"11-25","In UK","Agree"
"Male",68,"26-100","In UK","Agree"
"Female",68,"11-25","Not in UK","Agree"
"Male",74,"101-200","Not in UK","Agree"
"Female",13,"0-10","Not in UK","Agree"
"Male",64,"11-25","Not in UK","Agree"
"Male",72,"11-25","Not in UK","Agree"
"Male",34,"0-10","Not in UK","Agree"
"Female",20,"26-100","Not in UK","Disagree"
"Female",57,"11-25","In UK","Disagree"
"Male",44,"26-100","In UK","Agree"
"Male",70,"26-100","In UK","Agree"
"Female",62,"101-200","In UK","Agree"
"Female",68,"0-10","In UK","Agree"
"Female",74,"11-25","In UK","Agree"
"Male",74,"26-100","In UK","Agree"
"Male",63,"0-10","In UK","Agree"
"Male",62,"11-25","In UK","Agree"
"Female",83,"11-25","In UK","Agree"
"Male",92,"26-100","In UK","Disagree"
"Male",89,"26-100","In UK","Disagree"
"Male",92,"11-25","Not in UK","Agree"
"Female",74,"26-100","In UK","Disagree"
"Female",68,"26-100","In UK","Agree"
"Female",83,"More than 200","In UK","Agree"
"Male",72,"More than 200","In UK","Agree"
"Female",72,"26-100","In UK","Agree"
"Female",83,"More than 200","In UK","Agree"
"Female",81,"More than 200","In UK","Disagree"
"Female",96,"More than 200","In UK","Disagree"
"Male",92,"11-25","In UK","Agree"
"Male",92,"101-200","In UK","Agree"
"Male",73,"26-100","In UK","Disagree"
"Male",79,"101-200","In UK","Agree"
"Male",96,"26-100","In UK","Agree"
"Male",83,"101-200","In UK","Disagree"
"Female",96,"More than 200","In UK","Agree"
"Male",76,"11-25","In UK","Agree"
"Female",86,"26-100","In UK","Agree"
"Male",55,"11-25","In UK","Agree"
"Female",64,"101-200","In UK","Agree"
"Male",87,"26-100","In UK","Agree"
"Female",96,"101-200","In UK","Agree"
"Male",70,"11-25","In UK","Agree"
"Male",88,"101-200","In UK","Agree"
"Female",96,"11-25","In UK","Agree"
"Male",77,"26-100","In UK","Disagree"
"Male",79,"26-100","In UK","Agree"
"Female",72,"26-100","In UK","Disagree"
"Female",67,"11-25","In UK","Agree"
"Male",96,"101-200","Not in UK","Agree"
"Female",75,"101-200","In UK","Agree"
"Female",38,"26-100","In UK","Agree"
"Male",91,"101-200","In UK","Agree"
"Male",65,"26-100","In UK","Disagree"
"Female",52,"101-200","In UK","Agree"
"Female",28,"11-25","In UK","Agree"
"Female",62,"26-100","In UK","Agree"
"Female",24,"26-100","In UK","Agree"
"Male",61,"More than 200","In UK","Agree"
"Female",56,"0-10","Not in UK","Disagree"
"Male",41,"0-10","Not in UK","Agree"
"Female",25,"11-25","In UK","Agree"
"Female",58,"26-100","In UK","Disagree"
"Female",19,"26-100","In UK","Agree"
"Female",79,"More than 200","In UK","Agree"
"Male",92,"More than 200","Not in UK","Agree"
"Male",74,"26-100","In UK","Agree"
"Female",64,"11-25","Not in UK","Agree"
"Male",90,"26-100","Not in UK","Agree"
"Female",52,"11-25","Not in UK","Agree"
"Male",72,"101-200","Not in UK","Agree"
"Female",74,"101-200","In UK","Disagree"
"Male",52,"11-25","In UK","Agree"
"Male",63,"26-100","In UK","Agree"
"Female",85,"0-10","In UK","Disagree"
"Female",92,"101-200","In UK","Agree"
"Female",100,"101-200","In UK","Agree"
"Male",88,"More than 200","In UK","Agree"
"Male",75,"More than 200","In UK","Agree"
"Female",88,"101-200","In UK","Agree"
"Female",70,"26-100","In UK","Disagree"
"Male",64,"26-100","In UK","Agree"
"Female",72,"26-100","In UK","Disagree"
"Female",83,"More than 200","In UK","Agree"
"Female",48,"More than 200","In UK","Agree"
"Female",87,"More than 200","In UK","Disagree"
"Male",70,"More than 200","In UK","Disagree"
"Male",89,"0-10","In UK","Disagree"
"Female",67,"11-25","In UK","Agree"
"Male",83,"26-100","In UK","Disagree"
"Female",69,"More than 200","In UK","Agree"
"Female",89,"More than 200","In UK","Agree"
"Female",84,"101-200","In UK","Agree"
"Male",74,"11-25","In UK","Agree"
"Male",76,"More than 200","In UK","Agree"
"Male",59,"11-25","In UK","Agree"
"Male",64,"More than 200","In UK","Agree"
"Female",87,"101-200","In UK","Agree"
"Female",93,"101-200","In UK","Agree"
"Male",63,"26-100","In UK","Agree"
"Female",11,"11-25","In UK","Agree"
"Female",42,"26-100","In UK","Agree"
"Male",75,"11-25","In UK","Agree"
"Female",20,"26-100","Not in UK","Disagree"
"Female",65,"26-100","In UK","Agree"
"Male",57,"11-25","In UK","Agree"
"Male",12,"0-10","In UK","Disagree"
"Male",55,"26-100","In UK","Disagree"
"Male",31,"101-200","In UK","Agree"
"Female",8,"26-100","In UK","Agree"
"Male",30,"11-25","In UK","Agree"
"Female",37,"26-100","In UK","Agree"
"Male",41,"26-100","Not in UK","Agree"
"Male",33,"26-100","In UK","Agree"
"Male",29,"26-100","In UK","Agree"
"Female",65,"More than 200","In UK","Agree"
"Female",71,"0-10","In UK","Agree"
"Female",76,"More than 200","In UK","Disagree"
"Male",61,"26-100","In UK","Agree"
"Female",56,"11-25","In UK","Agree"
"Male",38,"0-10","In UK","Agree"
"Female",41,"101-200","In UK","Disagree"
"Female",40,"0-10","In UK","Agree"
"Female",39,"More than 200","In UK","Disagree"
"Female",41,"More than 200","In UK","Agree"
"Male",28,"101-200","In UK","Agree"
"Female",20,"26-100","In UK","Disagree"
"Female",57,"26-100","In UK","Agree"
"Male",33,"101-200","In UK","Agree"
"Male",21,"11-25","In UK","Agree"
"Male",62,"101-200","In UK","Disagree"
"Female",38,"11-25","In UK","Disagree"
"Female",82,"26-100","In UK","Agree"
"Female",52,"26-100","In UK","Agree"
"Male",30,"26-100","In UK","Agree"
"Female",48,"101-200","In UK","Agree"
"Male",40,"0-10","In UK","Agree"
"Female",59,"26-100","In UK","Agree"
"Male",52,"More than 200","In UK","Agree"
"Female",24,"11-25","In UK","Agree"
"Male",52,"101-200","In UK","Agree"
"Female",41,"101-200","In UK","Disagree"
"Female",70,"26-100","Not in UK","Agree"
"Male",46,"More than 200","In UK","Agree"
"Female",38,"11-25","In UK","Disagree"
"Female",31,"26-100","Not in UK","Agree"
"Female",64,"101-200","In UK","Agree"
"Female",44,"More than 200","In UK","Agree"
"Male",35,"101-200","In UK","Agree"
"Male",43,"11-25","In UK","Agree"
"Male",36,"More than 200","In UK","Agree"
"Male",61,"26-100","In UK","Disagree"
"Male",83,"More than 200","In UK","Agree"
"Female",52,"More than 200","In UK","Disagree"
"Male",69,"26-100","In UK","Agree"
"Female",76,"101-200","In UK","Disagree"
"Male",80,"More than 200","In UK","Agree"
"Female",70,"26-100","In UK","Disagree"
"Male",96,"101-200","In UK","Agree"
"Male",70,"101-200","In UK","Disagree"
"Female",71,"More than 200","Not in UK","Disagree"
"Male",79,"11-25","In UK","Agree"
"Male",92,"More than 200","In UK","Disagree"
"Female",71,"101-200","In UK","Disagree"
"Female",88,"101-200","In UK","Disagree"
"Male",60,"26-100","In UK","Agree"
"Female",39,"More than 200","In UK","Disagree"
"Female",70,"26-100","In UK","Agree"
"Female",48,"26-100","In UK","Agree"
"Female",69,"More than 200","In UK","Disagree"
"Female",31,"26-100","In UK","Disagree"
"Male",40,"26-100","In UK","Agree"
"Female",52,"More than 200","In UK","Disagree"
"Female",63,"11-25","In UK","Agree"
"Female",85,"101-200","In UK","Agree"
"Female",58,"26-100","In UK","Disagree"
"Female",75,"26-100","In UK","Disagree"
"Female",68,"26-100","Not in UK","Disagree"
"Male",78,"101-200","In UK","Agree"
"Male",57,"More than 200","In UK","Agree"
"Female",52,"26-100","In UK","Agree"
"Female",69,"More than 200","In UK","Disagree"
"Female",62,"More than 200","Not in UK","Disagree"
"Female",72,"101-200","In UK","Disagree"
"Male",65,"26-100","In UK","Disagree"
"Male",85,"26-100","In UK","Agree"
"Male",74,"More than 200","In UK","Disagree"
"Female",62,"26-100","In UK","Disagree"
"Male",83,"26-100","In UK","Disagree"
"Female",89,"101-200","In UK","Agree"
"Female",84,"26-100","In UK","Disagree"
"Male",61,"26-100","In UK","Disagree"
"Female",70,"More than 200","In UK","Disagree"
"Female",44,"26-100","In UK","Disagree"
"Female",52,"More than 200","In UK","Agree"
"Male",69,"26-100","In UK","Agree"
"Male",88,"0-10","In UK","Agree"
"Female",57,"101-200","In UK","Disagree"
"Female",56,"0-10","In UK","Disagree"
"Female",93,"More than 200","In UK","Agree"
"Female",67,"26-100","In UK","Disagree"
"Female",79,"26-100","In UK","Agree"
"Male",62,"101-200","In UK","Disagree"
"Male",75,"101-200","In UK","Disagree"
"Male",72,"26-100","In UK","Agree"
